init_step,final_f,gens_to_f_lt_0.01,time_sec
0.05,0.0002946121218614699,8,0.06517314910888672
0.1,0.005609415364782245,5,0.023339033126831055
0.5,0.008743617000339654,4,0.028949975967407227
1.0,0.0067669721023469204,4,0.023367881774902344
2.0,0.009854961740939165,6,0.007616996765136719
