init_step,final_f,gens_to_f_lt_0.01,time_sec
0.05,0.004332578425964092,15,0.05813312530517578
0.1,0.0031424879269131276,9,0.020123958587646484
0.5,0.006650573375792099,12,0.0445249080657959
1.0,0.007262226045842019,13,0.03318595886230469
2.0,0.005241878274597319,30,0.13441205024719238
