init_step,final_f,gens_to_f_lt_0.01,time_sec
0.05,7.751094601968447e-05,9,0.011214017868041992
0.1,0.0010722462011705583,6,0.0075359344482421875
0.5,0.0005578626006840162,3,0.0035142898559570312
1.0,0.006202267844294341,4,0.004826784133911133
2.0,0.004498369452460564,7,0.008124113082885742
